Time,LSTM_Pred,Time in state
2/21/2026 0:22,CYCLESTART,00:12.0
2/21/2026 0:22,IDLE,00:01.0
2/21/2026 0:22,CYCLESTART,00:04.0
2/21/2026 0:22,IDLE,00:02.0
2/21/2026 0:22,CYCLESTART,00:20.0
2/21/2026 0:23,IDLE,00:01.0
2/21/2026 0:23,CYCLESTART,00:03.0
2/21/2026 0:23,IDLE,00:02.0
2/21/2026 0:23,CYCLESTART,00:01.0
2/21/2026 0:23,IDLE,00:03.0
2/21/2026 0:23,CYCLESTART,00:02.0
2/21/2026 0:23,IDLE,00:20.0
2/21/2026 0:23,CYCLESTART,00:01.0
2/21/2026 0:23,IDLE,00:11.0
2/21/2026 0:23,CYCLESTART,00:02.0
2/21/2026 0:23,IDLE,00:04.0
2/21/2026 0:24,CYCLESTART,00:01.0
2/21/2026 0:24,IDLE,00:06.0
2/21/2026 0:24,CYCLESTART,00:03.0
2/21/2026 0:24,IDLE,00:09.0
2/21/2026 0:24,CYCLESTART,00:01.5
2/21/2026 0:24,IDLE,00:06.0
2/21/2026 0:24,CYCLESTART,00:03.0
2/21/2026 0:24,IDLE,00:06.0
2/21/2026 0:24,CYCLESTART,00:02.0
2/21/2026 0:24,IDLE,00:10.0
2/21/2026 0:24,CYCLESTART,00:02.0
2/21/2026 0:24,IDLE,00:01.0
2/21/2026 0:24,CYCLESTART,00:02.0
2/21/2026 0:24,IDLE,00:01.0
2/21/2026 0:24,CYCLESTART,00:03.0
2/21/2026 0:24,IDLE,00:26.0
2/21/2026 0:25,CYCLESTART,00:04.0
2/21/2026 0:25,IDLE,00:14.0
2/21/2026 0:25,CYCLESTART,00:02.0
2/21/2026 0:25,IDLE,01:02.0
2/21/2026 0:26,CYCLESTART,05:43.6
2/21/2026 0:32,IDLE,01:37.5
2/21/2026 0:34,CYCLESTART,00:01.0
2/21/2026 0:34,IDLE,02:01.5
2/21/2026 0:36,CYCLESTART,00:03.0
2/21/2026 0:36,IDLE,01:58.0
2/21/2026 0:38,CYCLESTART,00:02.0
2/21/2026 0:38,IDLE,00:04.0
2/21/2026 0:38,CYCLESTART,00:02.0
2/21/2026 0:38,IDLE,00:03.0
2/21/2026 0:38,CYCLESTART,00:05.0
2/21/2026 0:38,IDLE,00:01.9
2/21/2026 0:38,CYCLESTART,00:01.0
2/21/2026 0:38,IDLE,00:01.0
2/21/2026 0:38,CYCLESTART,00:06.5
2/21/2026 0:38,IDLE,00:01.0
2/21/2026 0:38,CYCLESTART,00:02.0
2/21/2026 0:38,IDLE,00:04.0
2/21/2026 0:38,CYCLESTART,00:02.0
2/21/2026 0:38,IDLE,00:01.0
2/21/2026 0:38,CYCLESTART,00:01.0
2/21/2026 0:38,IDLE,00:02.0
2/21/2026 0:38,CYCLESTART,00:01.0
2/21/2026 0:38,IDLE,00:08.0
2/21/2026 0:38,CYCLESTART,00:01.0
2/21/2026 0:38,IDLE,00:01.0
2/21/2026 0:39,CYCLESTART,00:03.0
2/21/2026 0:39,IDLE,00:06.0
2/21/2026 0:39,CYCLESTART,00:02.0
2/21/2026 0:39,IDLE,00:08.0
2/21/2026 0:39,CYCLESTART,00:04.0
2/21/2026 0:39,IDLE,00:02.0
2/21/2026 0:39,CYCLESTART,00:01.0
2/21/2026 0:39,IDLE,02:30.6
2/21/2026 0:41,CYCLESTART,00:03.0
2/21/2026 0:42,IDLE,00:35.0
2/21/2026 0:42,CYCLESTART,00:07.0
2/21/2026 0:42,IDLE,00:05.0
2/21/2026 0:42,CYCLESTART,00:01.0
2/21/2026 0:42,IDLE,00:01.0
2/21/2026 0:42,CYCLESTART,00:03.0
2/21/2026 0:42,IDLE,02:26.5
2/21/2026 0:45,CYCLESTART,00:05.0
2/21/2026 0:45,IDLE,06:27.6
2/21/2026 0:51,CYCLESTART,00:02.0
2/21/2026 0:51,IDLE,00:08.0
2/21/2026 0:52,CYCLESTART,00:02.0
2/21/2026 0:52,IDLE,00:17.0
2/21/2026 0:52,CYCLESTART,00:01.0
2/21/2026 0:52,IDLE,00:07.0
2/21/2026 0:52,CYCLESTART,00:02.0
2/21/2026 0:52,IDLE,00:01.0
2/21/2026 0:52,CYCLESTART,00:03.0
2/21/2026 0:52,IDLE,02:11.5
2/21/2026 0:54,CYCLESTART,00:02.0
2/21/2026 0:54,IDLE,02:28.5
2/21/2026 0:57,CYCLESTART,00:03.0
2/21/2026 0:57,IDLE,00:23.0
2/21/2026 0:57,CYCLESTART,00:02.0
2/21/2026 0:57,IDLE,00:09.0
2/21/2026 0:57,CYCLESTART,00:01.0
2/21/2026 0:57,IDLE,11:38.6
2/21/2026 1:09,CYCLESTART,04:10.6
2/21/2026 1:13,INCYCLE,00:35.0
2/21/2026 1:14,CYCLESTART,00:16.5
2/21/2026 1:14,IDLE,05:03.6
2/21/2026 1:19,CYCLESTART,00:02.0
2/21/2026 1:19,IDLE,00:10.0
2/21/2026 1:19,CYCLESTART,00:18.0
2/21/2026 1:20,IDLE,00:05.0
2/21/2026 1:20,CYCLESTART,00:43.5
2/21/2026 1:20,IDLE,00:01.0
2/21/2026 1:20,CYCLESTART,00:20.0
2/21/2026 1:21,IDLE,00:01.0
2/21/2026 1:21,CYCLESTART,00:05.0
2/21/2026 1:21,IDLE,00:01.0
2/21/2026 1:21,CYCLESTART,00:13.0
2/21/2026 1:21,IDLE,00:03.0
2/21/2026 1:21,CYCLESTART,00:29.0
2/21/2026 1:22,IDLE,00:14.0
2/21/2026 1:22,CYCLESTART,00:01.0
2/21/2026 1:22,IDLE,00:30.0
2/21/2026 1:22,CYCLESTART,00:01.0
2/21/2026 1:22,IDLE,00:23.5
2/21/2026 1:23,CYCLESTART,00:03.0
2/21/2026 1:23,IDLE,00:21.0
2/21/2026 1:23,CYCLESTART,00:03.0
2/21/2026 1:23,IDLE,00:01.0
2/21/2026 1:23,CYCLESTART,00:02.0
2/21/2026 1:23,IDLE,00:34.0
2/21/2026 1:24,CYCLESTART,00:01.0
2/21/2026 1:24,IDLE,00:02.0
2/21/2026 1:24,CYCLESTART,00:20.0
2/21/2026 1:24,IDLE,00:01.0
2/21/2026 1:24,CYCLESTART,00:02.0
2/21/2026 1:24,IDLE,00:01.0
2/21/2026 1:24,CYCLESTART,00:14.0
2/21/2026 1:25,IDLE,00:02.0
2/21/2026 1:25,CYCLESTART,00:08.0
2/21/2026 1:25,IDLE,00:02.0
2/21/2026 1:25,CYCLESTART,00:31.0
2/21/2026 1:25,IDLE,00:02.0
2/21/2026 1:25,CYCLESTART,00:08.5
2/21/2026 1:25,IDLE,00:01.0
2/21/2026 1:25,CYCLESTART,00:09.0
2/21/2026 1:26,IDLE,00:02.0
2/21/2026 1:26,CYCLESTART,02:36.5
2/21/2026 1:28,INCYCLE,00:01.0
2/21/2026 1:28,CYCLESTART,00:17.0
2/21/2026 1:29,INCYCLE,00:02.0
2/21/2026 1:29,CYCLESTART,00:04.0
2/21/2026 1:29,IDLE,00:01.0
2/21/2026 1:29,CYCLESTART,00:02.0
2/21/2026 1:29,IDLE,01:29.0
2/21/2026 1:30,CYCLESTART,00:02.0
2/21/2026 1:30,IDLE,00:00.9
2/21/2026 1:30,CYCLESTART,00:02.0
2/21/2026 1:30,IDLE,00:15.0
2/21/2026 1:31,CYCLESTART,00:06.0
2/21/2026 1:31,IDLE,00:01.0
2/21/2026 1:31,CYCLESTART,00:12.0
2/21/2026 1:31,IDLE,00:03.0
2/21/2026 1:31,CYCLESTART,00:01.5
2/21/2026 1:31,IDLE,00:40.1
2/21/2026 1:32,CYCLESTART,00:01.0
2/21/2026 1:32,IDLE,00:02.0
2/21/2026 1:32,CYCLESTART,00:06.0
2/21/2026 1:32,IDLE,00:01.0
2/21/2026 1:32,CYCLESTART,00:04.0
2/21/2026 1:32,IDLE,00:02.0
2/21/2026 1:32,CYCLESTART,00:01.0
2/21/2026 1:32,IDLE,00:00.9
2/21/2026 1:32,CYCLESTART,00:02.0
2/21/2026 1:32,IDLE,00:03.0
2/21/2026 1:32,CYCLESTART,00:01.0
2/21/2026 1:32,IDLE,00:16.0
2/21/2026 1:32,CYCLESTART,00:05.0
2/21/2026 1:32,IDLE,00:10.0
2/21/2026 1:33,CYCLESTART,00:02.0
2/21/2026 1:33,IDLE,00:01.0
2/21/2026 1:33,CYCLESTART,00:17.0
2/21/2026 1:33,IDLE,00:01.0
2/21/2026 1:33,CYCLESTART,00:03.0
2/21/2026 1:33,IDLE,00:54.0
2/21/2026 1:34,CYCLESTART,00:04.0
2/21/2026 1:34,IDLE,00:16.5
2/21/2026 1:34,CYCLESTART,00:04.0
2/21/2026 1:34,IDLE,00:11.0
2/21/2026 1:34,CYCLESTART,00:07.0
2/21/2026 1:35,IDLE,01:32.1
2/21/2026 1:36,CYCLESTART,00:04.0
2/21/2026 1:36,IDLE,00:01.0
2/21/2026 1:36,CYCLESTART,00:06.0
2/21/2026 1:36,IDLE,00:14.0
2/21/2026 1:36,CYCLESTART,00:03.0
2/21/2026 1:37,IDLE,00:04.0
2/21/2026 1:37,CYCLESTART,00:01.0
2/21/2026 1:37,IDLE,00:06.0
2/21/2026 1:37,CYCLESTART,00:01.0
2/21/2026 1:37,IDLE,00:02.0
2/21/2026 1:37,CYCLESTART,00:01.0
2/21/2026 1:37,IDLE,00:04.0
2/21/2026 1:37,CYCLESTART,00:03.0
2/21/2026 1:37,IDLE,00:13.0
2/21/2026 1:37,CYCLESTART,00:01.0
2/21/2026 1:37,IDLE,00:03.0
2/21/2026 1:37,CYCLESTART,00:33.6
2/21/2026 1:38,IDLE,00:01.0
2/21/2026 1:38,CYCLESTART,00:05.0
2/21/2026 1:38,IDLE,00:01.0
2/21/2026 1:38,CYCLESTART,00:01.0
2/21/2026 1:38,IDLE,00:09.0
2/21/2026 1:38,CYCLESTART,00:01.0
2/21/2026 1:38,IDLE,00:22.0
2/21/2026 1:38,CYCLESTART,56:27.9
2/21/2026 2:35,INCYCLE,00:01.0
2/21/2026 2:35,CYCLESTART,00:06.0
2/21/2026 2:35,INCYCLE,00:09.0
2/21/2026 2:35,CYCLESTART,00:08.1
2/21/2026 2:35,INCYCLE,00:06.0
2/21/2026 2:35,CYCLESTART,00:22.0
2/21/2026 2:36,IDLE,01:15.0
2/21/2026 2:37,CYCLESTART,00:01.0
2/21/2026 2:37,IDLE,00:06.0
2/21/2026 2:37,CYCLESTART,00:16.5
2/21/2026 2:37,IDLE,00:02.0
2/21/2026 2:37,CYCLESTART,01:59.1
2/21/2026 2:39,IDLE,00:01.0
2/21/2026 2:39,CYCLESTART,00:11.0
2/21/2026 2:40,IDLE,00:02.0
2/21/2026 2:40,CYCLESTART,00:01.0
2/21/2026 2:40,IDLE,00:02.0
2/21/2026 2:40,CYCLESTART,00:17.5
2/21/2026 2:40,IDLE,00:10.0
2/21/2026 2:40,CYCLESTART,00:54.0
2/21/2026 2:41,IDLE,00:05.0
2/21/2026 2:41,CYCLESTART,00:13.0
2/21/2026 2:41,IDLE,00:16.0
2/21/2026 2:42,CYCLESTART,00:20.0
2/21/2026 2:42,IDLE,00:29.5
2/21/2026 2:42,CYCLESTART,04:18.5
2/21/2026 2:47,INCYCLE,00:04.0
2/21/2026 2:47,CYCLESTART,00:01.0
2/21/2026 2:47,INCYCLE,00:02.0
2/21/2026 2:47,CYCLESTART,00:03.0
2/21/2026 2:47,INCYCLE,00:02.0
2/21/2026 2:47,CYCLESTART,00:02.0
2/21/2026 2:47,INCYCLE,00:01.0
2/21/2026 2:47,CYCLESTART,00:02.0
2/21/2026 2:47,INCYCLE,00:01.0
2/21/2026 2:47,CYCLESTART,00:08.0
2/21/2026 2:47,INCYCLE,00:03.0
2/21/2026 2:47,CYCLESTART,00:05.0
2/21/2026 2:47,INCYCLE,00:04.0
2/21/2026 2:47,IDLE,00:02.0
2/21/2026 2:47,CYCLESTART,00:01.0
2/21/2026 2:47,IDLE,00:01.0
2/21/2026 2:47,CYCLESTART,00:02.0
2/21/2026 2:47,IDLE,00:01.0
2/21/2026 2:47,CYCLESTART,00:24.1
2/21/2026 2:48,IDLE,00:01.0
2/21/2026 2:48,CYCLESTART,00:13.0
2/21/2026 2:48,IDLE,00:03.0
2/21/2026 2:48,CYCLESTART,00:01.0
2/21/2026 2:48,IDLE,00:15.5
2/21/2026 2:48,CYCLESTART,00:01.0
2/21/2026 2:48,IDLE,00:16.0
2/21/2026 2:49,CYCLESTART,00:05.0
2/21/2026 2:49,IDLE,00:07.0
2/21/2026 2:49,CYCLESTART,00:02.0
2/21/2026 2:49,IDLE,00:08.0
2/21/2026 2:49,CYCLESTART,00:02.0
2/21/2026 2:49,IDLE,00:15.0
2/21/2026 2:49,CYCLESTART,00:02.0
2/21/2026 2:49,IDLE,00:02.0
2/21/2026 2:49,CYCLESTART,00:02.0
2/21/2026 2:49,IDLE,00:03.0
2/21/2026 2:50,CYCLESTART,00:01.0
2/21/2026 2:50,IDLE,00:03.0
2/21/2026 2:50,CYCLESTART,00:07.0
2/21/2026 2:50,IDLE,00:03.0
2/21/2026 2:50,CYCLESTART,00:02.0
2/21/2026 2:50,IDLE,00:01.0
2/21/2026 2:50,CYCLESTART,00:01.0
2/21/2026 2:50,IDLE,01:07.5
2/21/2026 2:51,CYCLESTART,00:02.0
2/21/2026 2:51,IDLE,02:12.0
2/21/2026 2:53,CYCLESTART,00:02.0
2/21/2026 2:53,IDLE,00:08.0
2/21/2026 2:53,CYCLESTART,00:59.1
2/21/2026 2:54,IDLE,00:02.0
2/21/2026 2:54,CYCLESTART,00:04.5
2/21/2026 2:54,IDLE,00:14.0
2/21/2026 2:55,CYCLESTART,00:03.0
2/21/2026 2:55,IDLE,00:04.0
2/21/2026 2:55,CYCLESTART,00:02.0
2/21/2026 2:55,IDLE,00:01.0
2/21/2026 2:55,CYCLESTART,00:03.0
2/21/2026 2:55,IDLE,00:03.0
2/21/2026 2:55,CYCLESTART,00:01.0
2/21/2026 2:55,IDLE,00:18.0
2/21/2026 2:55,CYCLESTART,00:03.0
2/21/2026 2:55,IDLE,00:12.0
2/21/2026 2:56,CYCLESTART,00:02.0
2/21/2026 2:56,IDLE,00:03.0
2/21/2026 2:56,CYCLESTART,00:01.0
2/21/2026 2:56,IDLE,00:03.0
2/21/2026 2:56,CYCLESTART,00:01.0
2/21/2026 2:56,IDLE,00:02.0
2/21/2026 2:56,CYCLESTART,00:01.0
2/21/2026 2:56,IDLE,00:17.0
2/21/2026 2:56,CYCLESTART,00:02.0
2/21/2026 2:56,IDLE,00:01.0
2/21/2026 2:56,CYCLESTART,00:03.0
2/21/2026 2:56,IDLE,00:04.0
2/21/2026 2:56,CYCLESTART,00:05.0
2/21/2026 2:56,IDLE,00:01.0
2/21/2026 2:56,CYCLESTART,00:01.0
2/21/2026 2:56,IDLE,00:20.0
2/21/2026 2:57,CYCLESTART,00:02.0
2/21/2026 2:57,IDLE,00:01.0
2/21/2026 2:57,CYCLESTART,00:04.0
2/21/2026 2:57,IDLE,00:02.0
2/21/2026 2:57,CYCLESTART,00:02.0
2/21/2026 2:57,IDLE,00:01.0
2/21/2026 2:57,CYCLESTART,00:03.0
2/21/2026 2:57,IDLE,00:07.0
2/21/2026 2:57,CYCLESTART,00:09.0
2/21/2026 2:57,IDLE,00:08.0
2/21/2026 2:57,CYCLESTART,00:04.5
2/21/2026 2:57,IDLE,00:20.0
2/21/2026 2:58,CYCLESTART,00:10.0
2/21/2026 2:58,IDLE,00:04.0
2/21/2026 2:58,CYCLESTART,00:09.0
2/21/2026 2:58,IDLE,00:04.0
2/21/2026 2:58,CYCLESTART,00:13.0
2/21/2026 2:58,IDLE,00:01.0
2/21/2026 2:58,CYCLESTART,00:17.0
2/21/2026 2:59,IDLE,00:02.0
2/21/2026 2:59,CYCLESTART,00:17.0
2/21/2026 2:59,IDLE,00:01.0
2/21/2026 2:59,CYCLESTART,00:27.0
2/21/2026 2:59,IDLE,00:03.0
2/21/2026 2:59,CYCLESTART,00:01.0
2/21/2026 3:00,IDLE,00:03.0
2/21/2026 3:00,CYCLESTART,00:02.0
2/21/2026 3:00,IDLE,00:01.0
2/21/2026 3:00,CYCLESTART,00:02.0
2/21/2026 3:00,IDLE,00:04.0
2/21/2026 3:00,CYCLESTART,00:01.0
2/21/2026 3:00,IDLE,00:05.0
2/21/2026 3:00,CYCLESTART,00:14.0
2/21/2026 3:00,IDLE,00:03.0
2/21/2026 3:00,CYCLESTART,00:18.5
2/21/2026 3:00,IDLE,00:15.0
2/21/2026 3:01,CYCLESTART,00:01.0
2/21/2026 3:01,IDLE,00:06.0
2/21/2026 3:01,CYCLESTART,00:01.0
2/21/2026 3:01,IDLE,00:07.0
2/21/2026 3:01,CYCLESTART,00:03.0
2/21/2026 3:01,IDLE,00:02.0
2/21/2026 3:01,CYCLESTART,00:01.0
2/21/2026 3:01,IDLE,00:01.0
2/21/2026 3:01,CYCLESTART,00:05.0
2/21/2026 3:01,IDLE,00:07.0
2/21/2026 3:01,CYCLESTART,00:01.0
2/21/2026 3:01,IDLE,00:28.0
2/21/2026 3:02,CYCLESTART,00:14.0
2/21/2026 3:02,IDLE,00:17.0
2/21/2026 3:02,CYCLESTART,00:17.0
2/21/2026 3:02,IDLE,00:01.0
2/21/2026 3:03,CYCLESTART,00:03.0
2/21/2026 3:03,IDLE,00:02.0
2/21/2026 3:03,CYCLESTART,00:01.0
2/21/2026 3:03,IDLE,00:04.0
2/21/2026 3:03,CYCLESTART,00:02.0
2/21/2026 3:03,IDLE,00:01.0
2/21/2026 3:03,CYCLESTART,00:03.0
2/21/2026 3:03,IDLE,00:08.0
2/21/2026 3:03,CYCLESTART,00:05.0
2/21/2026 3:03,IDLE,00:01.0
2/21/2026 3:03,CYCLESTART,05:18.0
2/21/2026 3:08,IDLE,00:03.0
2/21/2026 3:08,CYCLESTART,00:02.0
2/21/2026 3:08,IDLE,00:03.0
2/21/2026 3:08,CYCLESTART,00:05.0
2/21/2026 3:09,IDLE,00:01.0
2/21/2026 3:09,CYCLESTART,00:17.5
2/21/2026 3:09,IDLE,00:01.0
2/21/2026 3:09,CYCLESTART,00:03.1
2/21/2026 3:09,IDLE,00:02.0
2/21/2026 3:09,CYCLESTART,00:01.0
2/21/2026 3:09,IDLE,00:02.0
2/21/2026 3:09,CYCLESTART,00:26.0
2/21/2026 3:09,IDLE,00:43.0
2/21/2026 3:10,CYCLESTART,00:03.0
2/21/2026 3:10,IDLE,00:08.0
2/21/2026 3:10,CYCLESTART,00:06.0
2/21/2026 3:10,IDLE,00:01.0
2/21/2026 3:10,CYCLESTART,00:02.0
2/21/2026 3:10,IDLE,00:02.0
2/21/2026 3:11,CYCLESTART,05:44.1
2/21/2026 3:16,INCYCLE,00:04.0
2/21/2026 3:16,CYCLESTART,00:01.0
2/21/2026 3:16,INCYCLE,00:02.0
2/21/2026 3:16,CYCLESTART,00:31.0
2/21/2026 3:17,INCYCLE,00:03.5
2/21/2026 3:17,CYCLESTART,00:03.0
2/21/2026 3:17,INCYCLE,00:01.0
2/21/2026 3:17,CYCLESTART,00:03.0
2/21/2026 3:17,IDLE,00:02.0
2/21/2026 3:17,INCYCLE,00:01.0
2/21/2026 3:17,CYCLESTART,00:06.0
2/21/2026 3:17,IDLE,00:01.0
2/21/2026 3:17,CYCLESTART,00:38.0
2/21/2026 3:18,IDLE,00:35.0
2/21/2026 3:18,CYCLESTART,00:02.0
2/21/2026 3:18,IDLE,00:03.0
2/21/2026 3:19,CYCLESTART,00:01.0
2/21/2026 3:19,IDLE,00:03.0
2/21/2026 3:19,CYCLESTART,00:02.0
2/21/2026 3:19,IDLE,00:22.0
2/21/2026 3:19,CYCLESTART,00:14.0
2/21/2026 3:19,IDLE,00:19.5
2/21/2026 3:20,CYCLESTART,00:04.0
2/21/2026 3:20,IDLE,00:02.0
2/21/2026 3:20,CYCLESTART,00:02.0
2/21/2026 3:20,IDLE,00:02.0
2/21/2026 3:20,CYCLESTART,00:03.0
2/21/2026 3:20,IDLE,00:01.0
2/21/2026 3:20,CYCLESTART,00:01.0
2/21/2026 3:20,IDLE,00:08.0
2/21/2026 3:20,CYCLESTART,00:04.0
2/21/2026 3:20,IDLE,00:01.0
2/21/2026 3:20,CYCLESTART,00:06.0
2/21/2026 3:20,IDLE,00:03.0
2/21/2026 3:20,CYCLESTART,00:14.9
2/21/2026 3:20,IDLE,00:03.0
2/21/2026 3:20,CYCLESTART,00:03.0
2/21/2026 3:21,IDLE,00:01.0
2/21/2026 3:21,CYCLESTART,00:02.0
2/21/2026 3:21,IDLE,00:04.0
2/21/2026 3:21,CYCLESTART,00:02.0
2/21/2026 3:21,IDLE,00:04.0
2/21/2026 3:21,CYCLESTART,19:26.1
2/21/2026 3:40,IDLE,00:02.0
2/21/2026 3:40,CYCLESTART,00:49.0
2/21/2026 3:41,IDLE,00:02.0
2/21/2026 3:41,CYCLESTART,00:01.0
2/21/2026 3:41,IDLE,00:04.0
2/21/2026 3:41,CYCLESTART,00:30.0
2/21/2026 3:42,IDLE,00:01.0
2/21/2026 3:42,CYCLESTART,00:12.0
2/21/2026 3:42,IDLE,00:04.0
2/21/2026 3:42,CYCLESTART,00:11.0
2/21/2026 3:42,IDLE,00:03.0
2/21/2026 3:42,CYCLESTART,00:06.5
2/21/2026 3:42,IDLE,00:18.0
2/21/2026 3:43,CYCLESTART,00:03.0
2/21/2026 3:43,IDLE,02:18.0
2/21/2026 3:45,CYCLESTART,34:29.4
2/21/2026 5:19,INCYCLE,00:03.0
2/21/2026 5:19,CYCLESTART,00:01.0
2/21/2026 5:19,INCYCLE,00:03.0
2/21/2026 5:20,CYCLESTART,00:01.0
2/21/2026 5:20,INCYCLE,00:05.0
2/21/2026 5:20,CYCLESTART,00:03.0
2/21/2026 5:20,INCYCLE,00:01.0
2/21/2026 5:20,CYCLESTART,00:01.0
2/21/2026 5:20,INCYCLE,00:02.0
2/21/2026 5:20,CYCLESTART,54:28.2
2/21/2026 7:14,IDLE,00:02.0
2/21/2026 7:14,CYCLESTART,00:01.0
2/21/2026 7:14,IDLE,00:13.1
2/21/2026 7:14,CYCLESTART,00:01.0
2/21/2026 7:14,IDLE,00:13.0
2/21/2026 7:15,CYCLESTART,00:01.0
2/21/2026 7:15,IDLE,00:19.5
2/21/2026 7:15,CYCLESTART,00:37.0
2/21/2026 7:16,IDLE,00:03.0
2/21/2026 7:16,CYCLESTART,00:02.0
2/21/2026 7:16,IDLE,00:02.0
2/21/2026 7:16,CYCLESTART,00:04.0
2/21/2026 7:16,IDLE,00:02.0
2/21/2026 7:16,CYCLESTART,00:01.0
2/21/2026 7:16,IDLE,00:35.0
2/21/2026 7:16,CYCLESTART,00:02.0
2/21/2026 7:17,IDLE,00:07.0
2/21/2026 7:17,CYCLESTART,00:01.0
2/21/2026 7:17,IDLE,00:02.0
2/21/2026 7:17,CYCLESTART,00:12.1
2/21/2026 7:17,IDLE,00:29.0
2/21/2026 7:17,CYCLESTART,00:11.1
2/21/2026 7:18,IDLE,00:02.0
2/21/2026 7:18,CYCLESTART,00:30.0
2/21/2026 7:18,IDLE,00:03.0
2/21/2026 7:18,CYCLESTART,00:01.0
2/21/2026 7:18,IDLE,00:02.0
2/21/2026 7:18,CYCLESTART,00:04.0
2/21/2026 7:18,IDLE,00:01.0
2/21/2026 7:18,CYCLESTART,00:02.0
2/21/2026 7:18,IDLE,00:24.0
2/21/2026 7:19,CYCLESTART,00:02.0
2/21/2026 7:19,IDLE,00:01.0
2/21/2026 7:19,CYCLESTART,00:06.5
2/21/2026 7:19,IDLE,00:07.0
2/21/2026 7:19,CYCLESTART,00:11.0
2/21/2026 7:19,IDLE,00:44.0
2/21/2026 7:20,CYCLESTART,00:02.0
2/21/2026 7:20,IDLE,00:12.0
2/21/2026 7:20,CYCLESTART,00:06.0
2/21/2026 7:20,IDLE,00:51.0
2/21/2026 7:21,CYCLESTART,00:02.0
2/21/2026 7:21,IDLE,10:42.6
2/21/2026 7:32,CYCLESTART,30:43.1
2/21/2026 8:03,INCYCLE,00:05.0
2/21/2026 8:03,CYCLESTART,00:08.0
2/21/2026 8:03,IDLE,00:16.0
2/21/2026 8:03,CYCLESTART,00:08.0
2/21/2026 8:03,IDLE,00:16.0
2/21/2026 8:03,CYCLESTART,00:02.0
2/21/2026 8:03,IDLE,01:32.5
2/21/2026 8:05,CYCLESTART,00:01.0
2/21/2026 8:05,IDLE,00:20.0
2/21/2026 8:05,CYCLESTART,01:15.2
2/21/2026 8:07,IDLE,00:37.5
2/21/2026 8:07,CYCLESTART,00:07.0
2/21/2026 8:07,IDLE,00:10.0
2/21/2026 8:07,CYCLESTART,00:01.0
2/21/2026 8:08,IDLE,06:41.1
2/21/2026 8:14,CYCLESTART,00:02.0
2/21/2026 8:14,IDLE,00:13.5
2/21/2026 8:14,CYCLESTART,00:01.0
2/21/2026 8:14,IDLE,01:02.6
2/21/2026 8:16,CYCLESTART,00:08.5
2/21/2026 8:16,IDLE,00:01.0
2/21/2026 8:16,CYCLESTART,00:03.0
2/21/2026 8:16,IDLE,00:06.0
2/21/2026 8:16,CYCLESTART,00:01.0
2/21/2026 8:16,IDLE,00:02.0
2/21/2026 8:16,CYCLESTART,00:01.0
2/21/2026 8:16,IDLE,00:03.0
2/21/2026 8:16,CYCLESTART,00:07.0
2/21/2026 8:16,IDLE,00:03.0
2/21/2026 8:16,CYCLESTART,00:02.0
2/21/2026 8:16,IDLE,00:02.0
2/21/2026 8:16,CYCLESTART,00:02.0
2/21/2026 8:16,IDLE,00:04.0
2/21/2026 8:16,CYCLESTART,00:01.0
2/21/2026 8:16,IDLE,00:10.0
2/21/2026 8:16,CYCLESTART,00:03.0
2/21/2026 8:17,IDLE,00:05.0
2/21/2026 8:17,CYCLESTART,00:01.0
2/21/2026 8:17,IDLE,00:13.0
2/21/2026 8:17,CYCLESTART,00:02.0
2/21/2026 8:17,IDLE,00:03.0
2/21/2026 8:17,CYCLESTART,00:01.0
2/21/2026 8:17,IDLE,00:03.0
2/21/2026 8:17,CYCLESTART,00:07.0
2/21/2026 8:17,IDLE,01:57.5
2/21/2026 8:19,CYCLESTART,00:31.0
2/21/2026 8:20,IDLE,00:01.0
2/21/2026 8:20,CYCLESTART,00:04.0
2/21/2026 8:20,IDLE,00:02.0
2/21/2026 8:20,CYCLESTART,04:27.1
2/21/2026 8:24,IDLE,09:55.0
2/21/2026 8:34,CYCLESTART,03:00.6
2/21/2026 8:37,IDLE,03:38.6
2/21/2026 8:41,CYCLESTART,00:02.0
2/21/2026 8:41,IDLE,02:20.5
2/21/2026 8:43,CYCLESTART,00:29.0
2/21/2026 8:44,IDLE,00:03.5
2/21/2026 8:44,CYCLESTART,00:06.0
2/21/2026 8:44,IDLE,00:01.0
2/21/2026 8:44,CYCLESTART,00:11.0
2/21/2026 8:44,IDLE,00:02.0
2/21/2026 8:44,CYCLESTART,00:07.0
2/21/2026 8:44,IDLE,00:01.0
2/21/2026 8:44,CYCLESTART,02:09.0
2/21/2026 8:46,IDLE,00:05.0
2/21/2026 8:46,CYCLESTART,00:07.0
2/21/2026 8:46,IDLE,00:01.0
2/21/2026 8:46,CYCLESTART,00:19.5
2/21/2026 8:47,IDLE,00:01.0
2/21/2026 8:47,CYCLESTART,00:14.0
2/21/2026 8:47,IDLE,00:02.0
2/21/2026 8:47,CYCLESTART,00:04.0
2/21/2026 8:47,IDLE,00:01.0
2/21/2026 8:47,CYCLESTART,00:23.0
2/21/2026 8:48,IDLE,00:01.0
2/21/2026 8:48,CYCLESTART,00:44.0
2/21/2026 8:48,IDLE,00:02.0
2/21/2026 8:48,CYCLESTART,01:25.5
2/21/2026 8:50,IDLE,00:27.0
2/21/2026 8:50,CYCLESTART,00:04.0
2/21/2026 8:50,IDLE,00:01.0
2/21/2026 8:50,CYCLESTART,00:08.0
