Time,LSTM_Pred,Time in state
2/22/2026 7:34,CYCLESTART,15:27.1
2/22/2026 7:50,INCYCLE,00:33.1
2/22/2026 7:50,CYCLESTART,00:01.0
2/22/2026 7:50,IDLE,00:03.0
2/22/2026 7:50,CYCLESTART,00:02.0
2/22/2026 7:50,IDLE,00:11.0
2/22/2026 7:50,CYCLESTART,00:37.0
2/22/2026 7:51,IDLE,00:01.0
2/22/2026 7:51,CYCLESTART,00:01.0
2/22/2026 7:51,IDLE,00:06.0
2/22/2026 7:51,CYCLESTART,00:44.0
2/22/2026 7:52,IDLE,00:01.0
2/22/2026 7:52,CYCLESTART,00:37.5
2/22/2026 7:53,IDLE,00:02.0
2/22/2026 7:53,CYCLESTART,00:01.0
2/22/2026 7:53,IDLE,00:03.0
2/22/2026 7:53,CYCLESTART,05:20.1
2/22/2026 7:58,INCYCLE,00:01.0
2/22/2026 7:58,CYCLESTART,01:52.5
2/22/2026 8:00,INCYCLE,12:52.0
2/22/2026 8:13,CYCLESTART,03:00.5
2/22/2026 8:16,INCYCLE,01:17.5
2/22/2026 8:17,IDLE,03:17.5
2/22/2026 8:20,INCYCLE,03:24.5
2/22/2026 8:24,IDLE,03:31.5
2/22/2026 8:27,CYCLESTART,01:23.5
2/22/2026 8:29,INCYCLE,00:01.0
2/22/2026 8:29,CYCLESTART,00:05.6
2/22/2026 8:29,IDLE,00:30.5
2/22/2026 8:29,CYCLESTART,00:18.0
2/22/2026 8:30,INCYCLE,02:23.5
2/22/2026 8:32,CYCLESTART,00:04.0
2/22/2026 8:32,INCYCLE,00:02.0
2/22/2026 8:32,CYCLESTART,00:07.0
2/22/2026 8:32,INCYCLE,00:03.0
2/22/2026 8:32,CYCLESTART,00:01.0
2/22/2026 8:32,INCYCLE,00:31.0
2/22/2026 8:33,IDLE,00:25.0
2/22/2026 8:33,INCYCLE,00:04.0
2/22/2026 8:33,CYCLESTART,00:02.0
2/22/2026 8:33,INCYCLE,00:01.0
2/22/2026 8:33,IDLE,00:08.0
2/22/2026 8:33,INCYCLE,00:17.0
2/22/2026 8:34,IDLE,00:11.0
2/22/2026 8:34,INCYCLE,00:09.5
2/22/2026 8:34,IDLE,00:07.0
2/22/2026 8:34,INCYCLE,00:02.0
2/22/2026 8:34,IDLE,00:03.0
2/22/2026 8:34,INCYCLE,00:03.0
2/22/2026 8:34,IDLE,00:02.0
2/22/2026 8:34,INCYCLE,17:37.1
2/22/2026 8:52,IDLE,06:05.0
2/22/2026 8:58,INCYCLE,01:35.5
2/22/2026 9:00,CYCLESTART,00:12.0
2/22/2026 9:00,INCYCLE,00:04.0
2/22/2026 9:00,CYCLESTART,00:06.0
2/22/2026 9:00,INCYCLE,00:03.0
2/22/2026 9:00,CYCLESTART,00:16.0
2/22/2026 9:00,INCYCLE,01:18.0
2/22/2026 9:02,CYCLESTART,00:05.0
2/22/2026 9:02,INCYCLE,00:01.0
2/22/2026 9:02,IDLE,00:01.0
2/22/2026 9:02,INCYCLE,00:03.0
2/22/2026 9:02,IDLE,00:05.0
2/22/2026 9:02,INCYCLE,30:34.7
2/22/2026 9:32,IDLE,04:22.5
2/22/2026 9:37,CYCLESTART,04:40.0
2/22/2026 9:42,INCYCLE,02:40.5
2/22/2026 9:44,CYCLESTART,17:38.6
2/22/2026 10:02,INCYCLE,00:24.0
2/22/2026 10:02,IDLE,00:41.0
2/22/2026 10:03,INCYCLE,00:01.0
2/22/2026 10:03,IDLE,00:19.0
2/22/2026 10:03,INCYCLE,00:04.0
2/22/2026 10:03,IDLE,00:03.0
2/22/2026 10:03,INCYCLE,00:11.0
2/22/2026 10:04,IDLE,10:13.0
2/22/2026 10:14,CYCLESTART,20:57.2
2/22/2026 10:35,INCYCLE,00:21.0
2/22/2026 10:35,CYCLESTART,00:57.0
2/22/2026 10:36,INCYCLE,04:23.6
2/22/2026 10:40,IDLE,00:01.0
2/22/2026 10:40,CYCLESTART,00:04.5
2/22/2026 10:41,INCYCLE,00:10.0
2/22/2026 10:41,IDLE,00:01.0
2/22/2026 10:41,INCYCLE,00:05.0
2/22/2026 10:41,IDLE,03:13.5
2/22/2026 10:44,CYCLESTART,00:02.0
2/22/2026 10:44,IDLE,00:03.0
2/22/2026 10:44,CYCLESTART,00:38.0
2/22/2026 10:45,IDLE,00:03.0
2/22/2026 10:45,CYCLESTART,00:01.0
2/22/2026 10:45,IDLE,00:11.0
2/22/2026 10:45,CYCLESTART,00:02.0
2/22/2026 10:45,IDLE,00:05.0
2/22/2026 10:45,CYCLESTART,00:02.0
2/22/2026 10:45,IDLE,00:03.0
2/22/2026 10:45,CYCLESTART,00:01.0
2/22/2026 10:45,IDLE,01:35.5
2/22/2026 10:47,INCYCLE,00:03.0
2/22/2026 10:47,IDLE,00:01.0
2/22/2026 10:47,INCYCLE,02:50.6
2/22/2026 10:50,CYCLESTART,00:03.5
2/22/2026 10:50,INCYCLE,00:07.5
2/22/2026 10:50,CYCLESTART,00:02.0
2/22/2026 10:50,INCYCLE,00:02.0
2/22/2026 10:50,CYCLESTART,00:03.0
2/22/2026 10:50,IDLE,00:02.0
2/22/2026 10:50,INCYCLE,00:08.0
2/22/2026 10:50,IDLE,00:02.0
2/22/2026 10:50,INCYCLE,00:21.0
2/22/2026 10:51,IDLE,00:01.0
2/22/2026 10:51,INCYCLE,00:14.0
2/22/2026 10:51,CYCLESTART,00:02.0
2/22/2026 10:51,INCYCLE,00:01.0
2/22/2026 10:51,CYCLESTART,00:02.0
2/22/2026 10:51,INCYCLE,00:04.0
2/22/2026 10:51,CYCLESTART,00:03.0
2/22/2026 10:51,INCYCLE,00:06.0
2/22/2026 10:51,CYCLESTART,00:06.0
2/22/2026 10:51,INCYCLE,16:36.0
2/22/2026 11:08,IDLE,00:48.0
2/22/2026 11:09,INCYCLE,00:02.0
2/22/2026 11:09,IDLE,00:03.0
2/22/2026 11:09,INCYCLE,00:03.0
2/22/2026 11:09,IDLE,00:02.0
2/22/2026 11:09,INCYCLE,00:02.0
2/22/2026 11:09,IDLE,00:24.5
2/22/2026 11:09,INCYCLE,00:01.0
2/22/2026 11:09,IDLE,00:49.0
2/22/2026 11:10,INCYCLE,00:01.0
2/22/2026 11:10,IDLE,00:03.0
2/22/2026 11:10,INCYCLE,00:13.0
2/22/2026 11:10,IDLE,00:01.0
2/22/2026 11:10,INCYCLE,00:12.0
2/22/2026 11:11,IDLE,00:01.0
2/22/2026 11:11,INCYCLE,00:07.0
2/22/2026 11:11,IDLE,00:02.0
2/22/2026 11:11,INCYCLE,00:01.0
2/22/2026 11:11,IDLE,00:10.0
2/22/2026 11:11,INCYCLE,00:04.0
2/22/2026 11:11,IDLE,01:00.0
2/22/2026 11:12,CYCLESTART,06:14.5
2/22/2026 11:18,INCYCLE,00:21.0
2/22/2026 11:19,CYCLESTART,00:10.0
2/22/2026 11:19,INCYCLE,05:25.0
2/22/2026 11:24,CYCLESTART,00:03.0
2/22/2026 11:24,INCYCLE,00:02.0
2/22/2026 11:24,CYCLESTART,00:05.0
2/22/2026 11:24,INCYCLE,00:10.0
2/22/2026 11:24,CYCLESTART,00:02.0
2/22/2026 11:24,INCYCLE,00:01.0
2/22/2026 11:25,CYCLESTART,00:03.0
2/22/2026 11:25,INCYCLE,09:21.0
2/22/2026 11:34,IDLE,00:01.0
2/22/2026 11:34,INCYCLE,01:25.0
2/22/2026 11:35,IDLE,00:01.0
2/22/2026 11:35,INCYCLE,16:20.2
2/22/2026 11:52,IDLE,02:13.5
2/22/2026 11:54,CYCLESTART,00:02.0
2/22/2026 11:54,IDLE,00:15.0
2/22/2026 11:54,CYCLESTART,02:18.5
2/22/2026 11:57,INCYCLE,00:05.0
2/22/2026 11:57,CYCLESTART,00:34.0
2/22/2026 11:57,IDLE,01:30.0
2/22/2026 11:59,INCYCLE,00:01.0
2/22/2026 11:59,IDLE,00:17.5
2/22/2026 11:59,INCYCLE,00:02.0
2/22/2026 11:59,IDLE,00:03.0
2/22/2026 11:59,INCYCLE,03:18.5
2/22/2026 12:02,CYCLESTART,00:01.0
2/22/2026 12:02,INCYCLE,00:03.0
2/22/2026 12:02,IDLE,00:02.0
2/22/2026 12:02,INCYCLE,00:02.0
2/22/2026 12:02,CYCLESTART,00:02.0
2/22/2026 12:03,INCYCLE,00:32.0
2/22/2026 12:03,CYCLESTART,00:02.0
2/22/2026 12:03,INCYCLE,00:52.0
2/22/2026 12:04,CYCLESTART,00:12.6
2/22/2026 12:04,INCYCLE,00:06.0
2/22/2026 12:04,CYCLESTART,00:58.0
2/22/2026 12:05,INCYCLE,00:11.0
2/22/2026 12:05,CYCLESTART,00:05.0
2/22/2026 12:06,INCYCLE,00:01.0
2/22/2026 12:06,CYCLESTART,00:04.0
2/22/2026 12:06,INCYCLE,00:16.0
2/22/2026 12:06,CYCLESTART,00:04.0
2/22/2026 12:06,INCYCLE,00:07.0
2/22/2026 12:06,CYCLESTART,00:06.0
2/22/2026 12:06,INCYCLE,00:01.0
2/22/2026 12:06,CYCLESTART,00:14.1
2/22/2026 12:06,INCYCLE,00:10.0
2/22/2026 12:07,CYCLESTART,00:21.0
2/22/2026 12:07,IDLE,00:03.0
2/22/2026 12:07,CYCLESTART,00:14.5
2/22/2026 12:07,IDLE,00:02.0
2/22/2026 12:07,CYCLESTART,00:43.0
2/22/2026 12:08,IDLE,00:12.0
2/22/2026 12:08,CYCLESTART,03:28.5
2/22/2026 12:12,INCYCLE,00:09.0
2/22/2026 12:12,CYCLESTART,00:01.0
2/22/2026 12:12,INCYCLE,00:53.5
2/22/2026 12:13,CYCLESTART,00:02.0
2/22/2026 12:13,INCYCLE,03:31.7
2/22/2026 12:16,CYCLESTART,00:02.0
2/22/2026 12:16,INCYCLE,01:48.5
2/22/2026 12:18,CYCLESTART,00:03.0
2/22/2026 12:18,INCYCLE,00:01.0
2/22/2026 12:18,CYCLESTART,00:03.0
2/22/2026 12:18,INCYCLE,02:15.1
2/22/2026 12:20,IDLE,00:09.5
2/22/2026 12:21,INCYCLE,00:01.0
2/22/2026 12:21,IDLE,00:10.0
2/22/2026 12:21,INCYCLE,00:01.0
2/22/2026 12:21,IDLE,02:39.0
2/22/2026 12:23,CYCLESTART,00:15.5
2/22/2026 12:24,IDLE,00:02.0
2/22/2026 12:24,CYCLESTART,00:14.0
2/22/2026 12:24,IDLE,00:01.0
2/22/2026 12:24,CYCLESTART,00:05.0
2/22/2026 12:24,IDLE,00:04.0
2/22/2026 12:24,CYCLESTART,00:01.0
2/22/2026 12:24,IDLE,00:02.0
2/22/2026 12:24,CYCLESTART,00:02.0
2/22/2026 12:24,IDLE,00:10.0
2/22/2026 12:24,CYCLESTART,00:48.0
2/22/2026 12:25,IDLE,03:05.6
2/22/2026 12:28,CYCLESTART,10:38.1
2/22/2026 12:39,INCYCLE,00:05.0
2/22/2026 12:39,CYCLESTART,00:01.0
2/22/2026 12:39,INCYCLE,00:11.0
2/22/2026 12:39,CYCLESTART,06:40.5
2/22/2026 12:46,INCYCLE,09:32.6
2/22/2026 12:55,CYCLESTART,00:02.0
2/22/2026 12:55,INCYCLE,00:07.0
2/22/2026 12:56,CYCLESTART,00:01.0
2/22/2026 12:56,INCYCLE,04:54.0
2/22/2026 13:00,IDLE,00:02.0
2/22/2026 13:01,INCYCLE,00:03.0
2/22/2026 13:01,IDLE,00:02.0
2/22/2026 13:01,INCYCLE,00:01.0
2/22/2026 13:01,IDLE,00:01.0
2/22/2026 13:01,INCYCLE,00:07.0
2/22/2026 13:01,IDLE,00:02.0
2/22/2026 13:01,INCYCLE,00:10.0
2/22/2026 13:01,IDLE,00:01.0
2/22/2026 13:01,INCYCLE,00:36.0
2/22/2026 13:02,IDLE,00:02.0
2/22/2026 13:02,INCYCLE,00:25.0
2/22/2026 13:02,IDLE,02:14.5
2/22/2026 13:04,CYCLESTART,00:14.0
2/22/2026 13:05,IDLE,01:40.5
2/22/2026 13:06,INCYCLE,03:18.5
2/22/2026 13:09,IDLE,00:14.0
2/22/2026 13:10,CYCLESTART,00:12.0
2/22/2026 13:10,IDLE,00:01.0
2/22/2026 13:10,CYCLESTART,00:12.0
2/22/2026 13:10,IDLE,00:07.0
2/22/2026 13:10,INCYCLE,00:04.0
2/22/2026 13:10,IDLE,00:01.0
2/22/2026 13:10,INCYCLE,02:53.0
2/22/2026 13:13,CYCLESTART,00:02.0
2/22/2026 13:13,INCYCLE,14:00.6
2/22/2026 13:27,IDLE,00:02.0
2/22/2026 13:27,INCYCLE,00:03.0
2/22/2026 13:27,IDLE,01:15.0
2/22/2026 13:29,INCYCLE,00:04.0
2/22/2026 13:29,IDLE,02:38.5
2/22/2026 13:31,CYCLESTART,05:55.1
2/22/2026 13:37,INCYCLE,00:55.5
2/22/2026 13:38,CYCLESTART,00:06.0
2/22/2026 13:38,INCYCLE,05:42.0
2/22/2026 13:44,CYCLESTART,00:01.0
2/22/2026 13:44,INCYCLE,00:03.0
2/22/2026 13:44,CYCLESTART,00:01.0
2/22/2026 13:44,INCYCLE,00:48.0
2/22/2026 13:45,CYCLESTART,00:03.0
2/22/2026 13:45,INCYCLE,08:42.0
2/22/2026 13:54,CYCLESTART,00:03.0
2/22/2026 13:54,INCYCLE,00:01.0
2/22/2026 13:54,CYCLESTART,00:03.0
2/22/2026 13:54,INCYCLE,00:11.0
2/22/2026 13:54,CYCLESTART,04:33.6
2/22/2026 13:58,INCYCLE,00:03.6
2/22/2026 13:59,CYCLESTART,00:02.0
2/22/2026 13:59,INCYCLE,00:02.0
2/22/2026 13:59,CYCLESTART,00:02.0
2/22/2026 13:59,INCYCLE,26:46.6
2/22/2026 14:25,IDLE,00:01.0
2/22/2026 14:25,INCYCLE,00:03.0
2/22/2026 14:25,IDLE,00:18.0
2/22/2026 14:26,INCYCLE,00:10.5
2/22/2026 14:26,IDLE,03:17.6
2/22/2026 14:29,INCYCLE,00:42.0
2/22/2026 14:30,IDLE,00:01.0
2/22/2026 14:30,INCYCLE,00:03.0
2/22/2026 14:30,IDLE,00:01.0
2/22/2026 14:30,INCYCLE,00:03.0
2/22/2026 14:30,IDLE,00:04.0
2/22/2026 14:30,INCYCLE,00:12.1
2/22/2026 14:30,CYCLESTART,00:03.0
2/22/2026 14:30,INCYCLE,00:01.0
2/22/2026 14:30,IDLE,00:01.0
2/22/2026 14:30,CYCLESTART,00:02.0
2/22/2026 14:30,IDLE,01:02.5
2/22/2026 14:31,INCYCLE,00:01.0
2/22/2026 14:31,IDLE,00:06.0
2/22/2026 14:32,INCYCLE,00:15.0
2/22/2026 14:32,IDLE,00:23.0
2/22/2026 14:32,INCYCLE,04:14.0
2/22/2026 14:36,IDLE,04:44.5
2/22/2026 14:41,CYCLESTART,00:01.0
2/22/2026 14:41,IDLE,00:01.0
2/22/2026 14:41,CYCLESTART,00:03.0
2/22/2026 14:41,IDLE,00:03.0
2/22/2026 14:41,CYCLESTART,00:01.0
2/22/2026 14:41,IDLE,00:03.0
2/22/2026 14:41,CYCLESTART,00:03.0
2/22/2026 14:41,IDLE,00:04.0
2/22/2026 14:42,CYCLESTART,00:11.5
2/22/2026 14:42,IDLE,00:07.0
2/22/2026 14:42,CYCLESTART,00:02.0
2/22/2026 14:42,IDLE,00:01.0
2/22/2026 14:42,CYCLESTART,00:02.0
2/22/2026 14:42,IDLE,00:13.0
2/22/2026 14:42,CYCLESTART,00:01.0
2/22/2026 14:42,IDLE,00:02.0
2/22/2026 14:42,CYCLESTART,00:02.0
2/22/2026 14:42,IDLE,00:05.0
2/22/2026 14:42,CYCLESTART,00:01.0
2/22/2026 14:42,IDLE,00:01.0
2/22/2026 14:42,CYCLESTART,00:02.0
2/22/2026 14:42,IDLE,00:13.0
2/22/2026 14:43,CYCLESTART,00:12.0
2/22/2026 14:43,IDLE,00:02.0
2/22/2026 14:43,CYCLESTART,00:01.0
2/22/2026 14:43,IDLE,00:05.0
2/22/2026 14:43,CYCLESTART,00:01.0
2/22/2026 14:43,IDLE,00:02.0
2/22/2026 14:43,CYCLESTART,01:16.5
2/22/2026 14:44,IDLE,00:01.0
2/22/2026 14:44,CYCLESTART,00:28.0
2/22/2026 14:45,IDLE,00:01.0
2/22/2026 14:45,CYCLESTART,00:03.0
2/22/2026 14:45,IDLE,00:01.0
2/22/2026 14:45,CYCLESTART,00:02.0
2/22/2026 14:45,IDLE,00:01.0
2/22/2026 14:45,CYCLESTART,00:03.0
2/22/2026 14:45,IDLE,00:01.0
2/22/2026 14:45,CYCLESTART,17:00.1
2/22/2026 15:02,IDLE,01:01.5
2/22/2026 15:03,CYCLESTART,12:39.5
2/22/2026 15:16,IDLE,47:21.6
2/22/2026 17:03,CYCLESTART,24:44.6
2/22/2026 17:28,INCYCLE,00:01.0
2/22/2026 17:28,CYCLESTART,00:05.0
2/22/2026 17:28,INCYCLE,00:01.0
2/22/2026 17:28,CYCLESTART,08:35.5
2/22/2026 17:36,INCYCLE,00:05.0
2/22/2026 17:36,CYCLESTART,00:22.0
2/22/2026 17:37,IDLE,00:06.0
2/22/2026 17:37,CYCLESTART,00:08.0
2/22/2026 17:37,IDLE,00:03.0
2/22/2026 17:37,CYCLESTART,00:02.0
2/22/2026 17:37,IDLE,55:39.6
2/22/2026 18:33,CYCLESTART,03:14.6
2/22/2026 18:36,IDLE,00:57.0
2/22/2026 18:37,CYCLESTART,00:01.0
2/22/2026 18:37,IDLE,00:03.0
2/22/2026 18:37,CYCLESTART,00:01.0
2/22/2026 18:37,IDLE,00:02.0
2/22/2026 18:37,CYCLESTART,00:03.0
2/22/2026 18:37,IDLE,00:21.0
2/22/2026 18:38,CYCLESTART,08:22.3
2/22/2026 19:46,INCYCLE,00:05.0
2/22/2026 19:46,CYCLESTART,00:06.0
2/22/2026 19:46,INCYCLE,00:15.0
2/22/2026 19:46,IDLE,02:40.0
2/22/2026 19:49,CYCLESTART,00:06.0
2/22/2026 19:49,IDLE,00:14.0
2/22/2026 19:49,CYCLESTART,00:01.0
2/22/2026 19:49,IDLE,00:10.0
2/22/2026 19:50,CYCLESTART,00:02.0
2/22/2026 19:50,IDLE,00:02.0
2/22/2026 19:50,CYCLESTART,00:10.0
2/22/2026 19:50,IDLE,00:02.0
2/22/2026 19:50,CYCLESTART,00:03.0
2/22/2026 19:50,IDLE,00:01.0
2/22/2026 19:50,CYCLESTART,00:02.0
2/22/2026 19:50,IDLE,00:01.0
2/22/2026 19:50,CYCLESTART,00:04.0
2/22/2026 19:50,IDLE,05:47.0
2/22/2026 19:56,CYCLESTART,00:01.0
2/22/2026 19:56,IDLE,05:50.1
2/22/2026 20:02,CYCLESTART,00:03.0
2/22/2026 20:02,IDLE,03:24.5
2/22/2026 20:05,CYCLESTART,00:03.0
2/22/2026 20:05,IDLE,04:16.0
2/22/2026 20:09,CYCLESTART,00:01.0
2/22/2026 20:09,IDLE,00:02.0
2/22/2026 20:09,CYCLESTART,00:05.0
2/22/2026 20:10,IDLE,00:07.0
2/22/2026 20:10,CYCLESTART,00:02.5
2/22/2026 20:10,IDLE,00:01.0
2/22/2026 20:10,CYCLESTART,00:12.0
2/22/2026 20:10,IDLE,00:05.0
2/22/2026 20:10,CYCLESTART,00:02.0
2/22/2026 20:10,IDLE,00:01.0
2/22/2026 20:10,CYCLESTART,00:01.0
2/22/2026 20:10,IDLE,00:05.0
2/22/2026 20:10,CYCLESTART,00:01.0
2/22/2026 20:10,IDLE,00:01.0
2/22/2026 20:10,CYCLESTART,00:02.0
2/22/2026 20:10,IDLE,00:03.0
2/22/2026 20:10,CYCLESTART,00:04.0
2/22/2026 20:10,IDLE,00:02.0
2/22/2026 20:10,CYCLESTART,00:01.0
2/22/2026 20:10,IDLE,00:19.0
2/22/2026 20:11,CYCLESTART,00:04.0
2/22/2026 20:11,IDLE,00:09.0
2/22/2026 20:11,CYCLESTART,00:01.0
2/22/2026 20:11,IDLE,00:10.0
2/22/2026 20:11,CYCLESTART,00:02.0
2/22/2026 20:11,IDLE,00:11.0
2/22/2026 20:11,CYCLESTART,00:08.0
2/22/2026 20:11,IDLE,01:05.5
2/22/2026 20:13,CYCLESTART,00:03.0
2/22/2026 20:13,IDLE,00:06.0
2/22/2026 20:13,CYCLESTART,00:01.0
2/22/2026 20:13,IDLE,00:57.0
2/22/2026 20:14,CYCLESTART,00:06.0
2/22/2026 20:14,IDLE,01:16.0
2/22/2026 20:15,CYCLESTART,00:02.0
2/22/2026 20:15,IDLE,00:14.0
2/22/2026 20:15,CYCLESTART,00:01.0
2/22/2026 20:15,IDLE,00:04.0
2/22/2026 20:15,CYCLESTART,00:02.0
2/22/2026 20:15,IDLE,00:02.0
2/22/2026 20:15,CYCLESTART,00:02.0
2/22/2026 20:15,IDLE,01:11.1
2/22/2026 20:17,CYCLESTART,00:06.0
2/22/2026 20:17,IDLE,00:03.0
2/22/2026 20:17,CYCLESTART,00:21.0
2/22/2026 20:17,IDLE,00:03.0
2/22/2026 20:17,CYCLESTART,00:01.0
2/22/2026 20:17,IDLE,03:15.0
2/22/2026 20:20,CYCLESTART,00:03.0
2/22/2026 20:21,IDLE,00:08.0
2/22/2026 20:21,CYCLESTART,00:02.0
2/22/2026 20:21,IDLE,00:04.0
2/22/2026 20:21,CYCLESTART,00:01.0
2/22/2026 20:21,IDLE,00:02.0
2/22/2026 20:21,CYCLESTART,00:01.0
2/22/2026 20:21,IDLE,00:04.0
2/22/2026 20:21,CYCLESTART,00:02.0
2/22/2026 20:21,IDLE,00:28.5
2/22/2026 20:21,CYCLESTART,00:01.0
2/22/2026 20:21,IDLE,00:05.0
2/22/2026 20:21,CYCLESTART,00:03.0
2/22/2026 20:22,IDLE,00:12.0
2/22/2026 20:22,CYCLESTART,00:02.0
2/22/2026 20:22,IDLE,00:08.0
2/22/2026 20:22,CYCLESTART,00:02.0
2/22/2026 20:22,IDLE,00:01.0
2/22/2026 20:22,CYCLESTART,00:02.0
2/22/2026 20:22,IDLE,00:04.0
2/22/2026 20:22,CYCLESTART,00:05.0
2/22/2026 20:22,IDLE,00:01.0
2/22/2026 20:22,CYCLESTART,00:03.0
2/22/2026 20:22,IDLE,00:04.0
2/22/2026 20:22,CYCLESTART,00:03.0
2/22/2026 20:22,IDLE,00:02.0
2/22/2026 20:22,CYCLESTART,00:02.0
2/22/2026 20:22,IDLE,00:02.0
2/22/2026 20:22,CYCLESTART,00:03.0
2/22/2026 20:22,IDLE,01:11.0
2/22/2026 20:24,CYCLESTART,00:05.0
2/22/2026 20:24,IDLE,00:03.5
2/22/2026 20:24,CYCLESTART,00:09.0
2/22/2026 20:24,IDLE,00:06.0
2/22/2026 20:24,CYCLESTART,00:01.0
2/22/2026 20:24,IDLE,42:56.9
2/22/2026 23:07,CYCLESTART,00:01.0
2/22/2026 23:07,IDLE,05:18.6
2/22/2026 23:12,CYCLESTART,00:01.0
2/22/2026 23:12,IDLE,00:42.5
2/22/2026 23:13,CYCLESTART,00:07.0
2/22/2026 23:13,IDLE,00:03.0
2/22/2026 23:13,CYCLESTART,00:01.0
2/22/2026 23:13,IDLE,01:13.0
2/22/2026 23:14,CYCLESTART,00:04.0
2/22/2026 23:15,IDLE,00:02.0
2/22/2026 23:15,CYCLESTART,00:01.0
2/22/2026 23:15,IDLE,00:11.0
2/22/2026 23:15,CYCLESTART,00:03.0
2/22/2026 23:15,IDLE,00:02.0
2/22/2026 23:15,CYCLESTART,29:24.9
2/22/2026 23:44,INCYCLE,00:05.0
2/22/2026 23:44,CYCLESTART,00:03.0
2/22/2026 23:44,INCYCLE,00:02.0
2/22/2026 23:44,CYCLESTART,00:04.0
2/22/2026 23:45,INCYCLE,00:13.0
2/22/2026 23:45,CYCLESTART,00:01.0
2/22/2026 23:45,INCYCLE,00:23.0
2/22/2026 23:45,CYCLESTART,00:01.0
2/22/2026 23:45,INCYCLE,00:09.0
2/22/2026 23:45,CYCLESTART,00:01.0
2/22/2026 23:45,INCYCLE,00:01.0
2/22/2026 23:45,CYCLESTART,00:03.0
2/22/2026 23:45,INCYCLE,00:02.0
2/22/2026 23:45,CYCLESTART,00:08.0
2/22/2026 23:46,INCYCLE,00:10.0
2/22/2026 23:46,CYCLESTART,00:02.0
2/22/2026 23:46,INCYCLE,00:11.0
2/22/2026 23:46,CYCLESTART,00:03.0
2/22/2026 23:46,INCYCLE,00:03.0
2/22/2026 23:46,CYCLESTART,00:01.0
2/22/2026 23:46,INCYCLE,00:20.5
2/22/2026 23:46,IDLE,00:14.0
2/22/2026 23:47,CYCLESTART,00:03.0
2/22/2026 23:47,IDLE,00:09.0
2/22/2026 23:47,CYCLESTART,00:02.0
2/22/2026 23:47,IDLE,00:20.0
2/22/2026 23:47,CYCLESTART,00:01.0
2/22/2026 23:47,IDLE,00:03.0
2/22/2026 23:47,CYCLESTART,00:02.0
2/22/2026 23:47,IDLE,15:16.7
2/23/2026 0:03,CYCLESTART,00:47.0
2/23/2026 0:03,IDLE,00:02.0
2/23/2026 0:03,CYCLESTART,00:01.0
2/23/2026 0:03,IDLE,13:07.6
2/23/2026 0:17,CYCLESTART,00:10.0
2/23/2026 0:17,IDLE,00:08.0
2/23/2026 0:17,CYCLESTART,00:07.0
2/23/2026 0:17,IDLE,00:26.0
2/23/2026 0:17,CYCLESTART,00:22.5
2/23/2026 0:18,IDLE,10:32.5
2/23/2026 0:28,CYCLESTART,03:24.0
2/23/2026 0:32,INCYCLE,00:03.0
2/23/2026 0:32,CYCLESTART,00:02.0
2/23/2026 0:32,INCYCLE,00:01.0
2/23/2026 0:32,CYCLESTART,00:02.0
2/23/2026 0:32,INCYCLE,00:05.0
2/23/2026 0:32,CYCLESTART,00:02.0
2/23/2026 0:32,INCYCLE,00:03.0
2/23/2026 0:32,CYCLESTART,00:01.0
2/23/2026 0:32,INCYCLE,00:29.0
2/23/2026 0:32,IDLE,12:04.8
2/23/2026 0:45,CYCLESTART,00:52.5
2/23/2026 0:45,IDLE,00:01.0
2/23/2026 0:45,CYCLESTART,36:50.8
2/23/2026 2:22,IDLE,01:09.0
2/23/2026 2:23,CYCLESTART,00:02.0
2/23/2026 2:23,IDLE,00:14.5
2/23/2026 2:24,CYCLESTART,22:57.0
2/23/2026 2:47,INCYCLE,00:01.0
2/23/2026 2:47,CYCLESTART,01:59.5
2/23/2026 2:49,IDLE,00:02.0
2/23/2026 2:49,CYCLESTART,00:35.0
2/23/2026 2:49,IDLE,00:02.0
2/23/2026 2:49,CYCLESTART,54:03.1
2/23/2026 4:43,INCYCLE,00:02.0
2/23/2026 4:43,CYCLESTART,00:04.0
2/23/2026 4:43,INCYCLE,00:01.0
2/23/2026 4:44,CYCLESTART,00:03.0
2/23/2026 4:44,INCYCLE,00:04.0
2/23/2026 4:44,CYCLESTART,00:23.0
2/23/2026 4:44,IDLE,00:02.0
2/23/2026 4:44,CYCLESTART,00:04.0
2/23/2026 4:44,IDLE,00:01.0
2/23/2026 4:44,CYCLESTART,00:02.0
2/23/2026 4:44,IDLE,00:01.0
2/23/2026 4:44,CYCLESTART,00:01.0
2/23/2026 4:44,IDLE,00:06.0
2/23/2026 4:44,CYCLESTART,00:02.0
2/23/2026 4:44,IDLE,00:01.5
2/23/2026 4:44,CYCLESTART,00:02.5
2/23/2026 4:44,IDLE,00:01.0
2/23/2026 4:44,CYCLESTART,00:06.0
2/23/2026 4:45,IDLE,00:01.1
2/23/2026 4:45,CYCLESTART,00:02.0
2/23/2026 4:45,IDLE,00:01.0
2/23/2026 4:45,CYCLESTART,00:21.0
2/23/2026 4:45,IDLE,00:01.0
2/23/2026 4:45,CYCLESTART,00:10.0
2/23/2026 4:45,IDLE,00:02.0
2/23/2026 4:45,CYCLESTART,25:37.8
2/23/2026 5:11,IDLE,00:03.0
2/23/2026 5:11,CYCLESTART,00:01.0
2/23/2026 5:11,IDLE,00:02.0
